Ticker;Name;Country;Type;Sector;Sub Sector;Segment
KNCR11;FII Kinea Ri;Brazil;FII;-;-;TVM
KNRI11;FII Kinea;Brazil;FII;-;-;Híbrido
HGLG11;FII CSHG Log;Brazil;FII;-;-;Logística
XPLG11;FII Xp Log;Brazil;FII;-;-;Logistica
IRDM11;FII Iridium;Brazil;FII;-;-;TVM
CPTS11;FII Capi Sec;Brazil;FII;-;-;TVM
MXRF11;FII Maxi Ren;Brazil;FII;-;-;TVM
HFOF11;FII Htopfof3;Brazil;FII;-;-;TVM
BCFF11;FII Bc Ffii;Brazil;FII;-;-;TVM
BRCR11;FII Bc Fund;Brazil;FII;-;-;Híbrido
HGRU11;FII CSHG Urb;Brazil;FII;-;-;Híbrido
HGBS11;FII Hedgebs;Brazil;FII;-;-;Shoppings
XPML11;FII Xp Malls;Brazil;FII;-;-;Shoppings
HCTR11;FII Hectare;Brazil;FII;-;-;#N/D
JSRE11;FII Js Real;Brazil;FII;-;-;Híbrido
