Ticker;Name;Country;Type;Sector;Sub Sector;Segment
RECR11;FII Rec Rece;Brazil;FII;-;-;TVM
BBPO11;FII BB Prgii;Brazil;FII;-;-;Híbrido
VILG11;FII Vincilog;Brazil;FII;-;-;#N/D
BTLG11;FII Btlg;Brazil;FII;-;-;Logística
BRCO11;FII Bresco;Brazil;FII;-;-;Lajes Corporativas
VISC11;FII Vinci Sc;Brazil;FII;-;-;Híbrido
HGRE11;FII HG Real;Brazil;FII;-;-;Lajes Corporativas
TGAR11;FII Tg Ativo;Brazil;FII;-;-;Híbrido
HSML11;FII Hsi Mall;Brazil;FII;-;-;#N/D
HSLG11;FII Hsi Log;Brazil;FII;-;-;#N/D
HGCR11;FII CSHG Cri;Brazil;FII;-;-;TVM
GTWR11;FII G Towers;Brazil;FII;-;-;Lajes Corporativas
RBVA11;FII Riob Va;Brazil;FII;-;-;Agências
LVBI11;FII Vbi Log;Brazil;FII;-;-;#N/D
RBRF11;FII Rbralpha;Brazil;FII;-;-;TVM
KNHY11;FII Kinea Hy;Brazil;FII;-;-;#N/D
VCJR11;FII Vectis;Brazil;FII;-;-;#N/D
VRTA11;FII Fator Ve;Brazil;FII;-;-;TVM
DEVA11;FII Devant;Brazil;FII;-;-;#N/D
RBRP11;FII Rbr Prop;Brazil;FII;-;-;Não
RBRR11;FII Rbrhgrad;Brazil;FII;-;-;TVM
RZTR11;FII Riza Tx;Brazil;FII;-;-;#N/D
CVBI11;FII Vbi Cri;Brazil;FII;-;-;#N/D
GGRC11;FII Ggr Covep;Brazil;FII;-;-;Logística
MCCI11;FII Maua;Brazil;FII;-;-;#N/D
PVBI11;FII Vbi Pri;Brazil;FII;-;-;#N/D
ABCP11;FII Abc Imob;Brazil;FII;-;-;Shoppings
MGFF11;FII Mogno;Brazil;FII;-;-;TVM
VINO11;FII Vinc Cor;Brazil;FII;-;-;Híbrido
MALL11;FII Malls Bp;Brazil;FII;-;-;Shoppings
BCRI11;FII Bees Cri;Brazil;FII;-;-;TVM
XPIN11;FII Xp Indl;Brazil;FII;-;-;#N/D
HABT11;FII Habit 2;Brazil;FII;-;-;#N/D
RECT11;FII Rec Rend;Brazil;FII;-;-;#N/D
XPCI11;FII Xp Cred;Brazil;FII;-;-;#N/D
SDIL11;FII Sdi Log;Brazil;FII;-;-;Logística
KNSC11;FII Kinea Sc;Brazil;FII;-;-;#N/D
BZLI11;FII Brrealty;Brazil;FII;-;-;Híbrido
TRXF11;FII Trx Real;Brazil;FII;-;-;#N/D
ALZR11;FII Alianza;Brazil;FII;-;-;Híbrido
SARE11;FII Sant Ren;Brazil;FII;-;-;#N/D
VGIP11;FII Valoraip;Brazil;FII;-;-;#N/D
RCRB11;FII Riob Rc;Brazil;FII;-;-;Lajes Corporativas
BARI11;FII Barigui;Brazil;FII;-;-;#N/D
MFII11;FII Merito I;Brazil;FII;-;-;Híbrido
XPPR11;FII Xp Prop;Brazil;FII;-;-;#N/D
BTCR11;FII BTG Cri;Brazil;FII;-;-;TVM
PATL11;FII Patr Log;Brazil;FII;-;-;#N/D
XPSF11;FII Xp Selec;Brazil;FII;-;-;#N/D
KFOF11;FII Kineafof;Brazil;FII;-;-;#N/D
VGIR11;FII Valrelll;Brazil;FII;-;-;#N/D
PORD11;FII Polo Cri;Brazil;FII;-;-;TVM
TORD11;FII Torde Ei;Brazil;FII;-;-;#N/D
HGPO11;FII Cshgprim;Brazil;FII;-;-;Lajes Corporativas
BCIA11;FII Bcia;Brazil;FII;-;-;TVM
BPFF11;FII Absoluto;Brazil;FII;-;-;TVM
FIIB11;FII Indl BR;Brazil;FII;-;-;Logística
BBFI11B;FII BB Progr;Brazil;FII;-;-;Não
TEPP11;FII Tel Prop;Brazil;FII;-;-;#N/D
CPFF11;FII Cap Reit;Brazil;FII;-;-;#N/D
RBED11;FII Riob Ed;Brazil;FII;-;-;Educacional
SADI11;FII Sant Pap;Brazil;FII;-;-;#N/D
QAGR11;FII Quasar A;Brazil;FII;-;-;#N/D
RBFF11;FII Riob Ff;Brazil;FII;-;-;TVM
HGFF11;FII CSHG Fof;Brazil;FII;-;-;#N/D
PATC11;FII Patria;Brazil;FII;-;-;#N/D
VTLT11;FII Vot Log;Brazil;FII;-;-;Logística
URPR11;FII Urca Ren;Brazil;FII;-;-;#N/D
FLMA11;FII S F Lima;Brazil;FII;-;-;Lajes Corporativas
PLCR11;FII Plural R;Brazil;FII;-;-;#N/D
FIGS11;FII Gen Shop;Brazil;FII;-;-;Shoppings
RNGO11;FII Rionegro;Brazil;FII;-;-;Lajes Corporativas
OULG11;FII Ourilog;Brazil;FII;-;-;Híbrido
RVBI11;FII Vbi Reit;Brazil;FII;-;-;#N/D
HTMX11;FII Hotel Mx;Brazil;FII;-;-;Hotel
RBRD11;FII Rb II;Brazil;FII;-;-;Híbrido
XPCM11;FII Xp Macae;Brazil;FII;-;-;Lajes Corporativas
RFOF11;FII Rb Cfof;Brazil;FII;-;-;#N/D
SPTW11;FII SP Downt;Brazil;FII;-;-;Outros
BBVJ11;FII C Jardim;Brazil;FII;-;-;Lajes Corporativas
CEOC11;FII Ceo Ccp;Brazil;FII;-;-;Lajes Corporativas
HTMX11;FII Hotel Mx;Brazil;FII;-;-;Hotel
ALMI11;FII Torre Al;Brazil;FII;-;-;Lajes Corporativas
FAED11;FII Anh Educ;Brazil;FII;-;-;Educacional
XPCM11;FII Xp Macae;Brazil;FII;-;-;Lajes Corporativas
RBRD11;FII Rb II;Brazil;FII;-;-;Híbrido
SPTW11;FII SP Downt;Brazil;FII;-;-;Outros
ONEF11;FII The One;Brazil;FII;-;-;Lajes Corporativas
EDGA11;FII Galeria;Brazil;FII;-;-;Lajes Corporativas
GRLV11;FII Louveira;Brazil;FII;-;-;Logística
MBRF11;FII Merc BR;Brazil;FII;-;-;Híbrido
CTXT11;FII C Textil;Brazil;FII;-;-;Lajes Corporativas
CARE11;FII Dea Care;Brazil;FII;-;-;Lajes Corporativas
